Geneid,Chr,Start,End,Strand,Length
YCR085W,III,262916,263269,+,354
YCR024C-B,III,162599,162865,-,267
YCR101C,III,302482,303030,-,549
YCL049C,III,39786,40724,-,939
YCR015C,III,141217,142170,-,954
snR33,III,142364,142546,-,183
YCR038C,III,197621,199549,-,1929
YCL063W,III,17290,18561,+,1272
YCR024C,III,160744,162222,-,1479
YCR065W,III,229310,231004,+,1695
YCR087W,III,263976,264491,+,516
YCR034W,III,190592,191635,+,1044
YCL052C,III,34143,35393,-,1251
YCR004C,III,119575,120318,-,744
YCR059C,III,223454,224230,-,777
tL(CAA)C,III,90859,90972,+,114
YCR096C,III,293179,293538,-,360
YCR028C-A,III,172950,173440,-,491
tN(GUU)C,III,127716,127789,+,74
YCL021W-A,III,83620,83997,+,378
YCL064C,III,15798,16880,-,1083
YCR028C,III,170886,172424,-,1539
YCR082W,III,258883,259269,+,387
YCL061C,III,18816,22106,-,3291
YCL073C,III,6479,8326,-,1848
YCR013C,III,138402,139049,-,648
YCR090C,III,272315,272863,-,549
YCR084C,III,260311,262452,-,2142
YCR050C,III,213464,213772,-,309
YCR099C,III,300832,301299,-,468
YCL066W,III,13282,13809,+,528
snR189,III,178610,178798,-,189
YCR095C,III,288170,289258,-,1089
YCR068W,III,237214,238776,+,1563
YCL017C,III,92777,94270,-,1494
YCL058C,III,23523,23981,-,459
YCL014W,III,96281,101191,+,4911
YCL050C,III,37836,38801,-,966
YCR067C,III,233125,236322,-,3198
YCR047C,III,210718,211545,-,828
YCR044C,III,206877,207950,-,1074
YCR026C,III,164111,166339,-,2229
YCR093W,III,280117,286443,+,6327
YCR012W,III,137746,138996,+,1251
YCR075C,III,248033,248815,-,783
YCL043C,III,48653,50221,-,1569
YCL025C,III,76018,77919,-,1902
YCL067C,III,12386,13018,-,633
YCR023C,III,158538,160373,-,1836
YCR010C,III,132273,133124,-,852
YCL056C,III,26925,27359,-,435
YCR081W,III,254371,258654,+,4284
YCR018C-A,III,151608,151862,-,255
YCR030C,III,173826,176438,-,2613
YCL027W,III,71803,73341,+,1539
YCL051W,III,35865,37616,+,1752
YCL038C,III,54941,56527,-,1587
YCR027C,III,167370,167999,-,630
YCL001W-A,III,113080,113541,+,462
YCR016W,III,143634,144506,+,873
YCL054W,III,31449,33974,+,2526
YCR105W,III,309070,310155,+,1086
YCR024C-A,III,162945,163067,-,123
YCL020W,III,85102,86418,+,1317
YCL019W,III,85102,90415,+,5314
YDL246C,IV,8683,9756,-,1074
YDL243C,IV,17577,18566,-,990
YDR387C,IV,1248154,1249821,-,1668
YDL094C,IV,289572,290081,-,510
YDR438W,IV,1338274,1339386,+,1113
YDR523C,IV,1485566,1487038,-,1473
YDR542W,IV,1523249,1523611,+,363
YDR492W,IV,1434924,1435874,+,951
YDR018C,IV,482670,483860,-,1191
YDL189W,IV,122216,123589,+,1374
YDR508C,IV,1466453,1468444,-,1992
YDR462W,IV,1386073,1386516,+,444
YDR175C,IV,813193,814152,-,960
YDR186C,IV,832859,835492,-,2634
YDR150W,IV,755628,763874,+,8247
YDR243C,IV,948518,950284,-,1767
YDL182W,IV,133437,134723,+,1287
YDR362C,IV,1196679,1198697,-,2019
YDR232W,IV,927452,929098,+,1647
YDR158W,IV,770357,771454,+,1098
YDR439W,IV,1339676,1340719,+,1044
YDL206W,IV,90176,92464,+,2289
YDR125C,IV,701397,702758,-,1362
YDR338C,IV,1147379,1149466,-,2088
YDR526C,IV,1491075,1491545,-,471
YDR533C,IV,1501447,1502160,-,714
YDR272W,IV,1009010,1009834,+,825
YDR197W,IV,851228,852397,+,1170
YDR512C,IV,1470500,1471063,-,564
YDR489W,IV,1431012,1431896,+,885
YDR299W,IV,1059627,1061231,+,1605
YDL015C,IV,426002,426934,-,933
YDR304C,IV,1071880,1072557,-,678
YDR271C,IV,1008395,1008766,-,372
YDL181W,IV,135179,135436,+,258
YDR367W,IV,1212848,1213614,+,767
YDR085C,IV,614288,616150,-,1863
YDL097C,IV,285391,286695,-,1305
YDL139C,IV,211375,212046,-,672
YDR200C,IV,854279,856093,-,1815
YDR191W,IV,842337,843449,+,1113
YDR451C,IV,1361120,1362181,-,1062
YDR469W,IV,1399015,1399542,+,528
YDR470C,IV,1399706,1401214,-,1509
YDR105C,IV,665349,666770,-,1422
YDR483W,IV,1421157,1422485,+,1329
YDL123W,IV,241418,241840,+,423
YDL199C,IV,101290,103353,-,2064
YDR505C,IV,1456695,1459220,-,2526
YDL045W-A,IV,372248,372535,+,288
YDL045C,IV,372688,373608,-,921
YDR361C,IV,1195412,1196263,-,852
YDR406W-A,IV,1283799,1284044,+,246
YDR199W,IV,854175,854540,+,366
YDR266C,IV,1000104,1002023,-,1920
YDL242W,IV,18959,19312,+,354
YDR002W,IV,453045,453650,+,606
YDR214W,IV,892875,893927,+,1053
YDR130C,IV,715747,716622,-,876
YDL176W,IV,142097,144223,+,2127
YDR358W,IV,1190059,1191732,+,1674
YDR544C,IV,1525095,1525523,-,429
YDR460W,IV,1383811,1384776,+,966
snR84,IV,1492477,1493026,-,550
YDR034W-B,IV,521314,521469,+,156
YDL028C,IV,400997,403291,-,2295
YDR061W,IV,574164,575783,+,1620
YDR060W,IV,570649,573726,+,3078
YDR169C-A,IV,794574,794723,-,150
YDR363W,IV,1199183,1200553,+,1371
YDR422C,IV,1315326,1317773,-,2448
YDR119W,IV,688227,690533,+,2307
tR(ACG)D,IV,619969,620041,-,73
YDR097C,IV,640109,643837,-,3729
YDR042C,IV,540601,541203,-,603
YDL160C,IV,170410,171930,-,1521
YDR425W,IV,1320064,1321941,+,1878
snR13,IV,1402919,1403042,+,124
YDR228C,IV,921926,923806,-,1881
YDR319C,IV,1105003,1105827,-,825
YDR471W,IV,1401770,1402564,+,795
YDR089W,IV,622112,624721,+,2610
tD(GUC)D,IV,568964,569035,+,72
YDR275W,IV,1012252,1012959,+,708
YDR043C,IV,542674,543369,-,696
YDR129C,IV,713340,715379,-,2040
YDR136C,IV,727711,728283,-,573
YDL066W,IV,334835,336121,+,1287
YDR302W,IV,1067731,1068390,+,660
YDR239C,IV,941057,943420,-,2364
YDR539W,IV,1512094,1513605,+,1512
tK(CUU)D1,IV,1201750,1201822,+,73
YDL125C,IV,239019,239606,-,588
YDR493W,IV,1436217,1436588,+,372
YDR101C,IV,655686,657467,-,1782
YDR182W-A,IV,829151,829354,+,204
YDR212W,IV,887232,888911,+,1680
YDR476C,IV,1410453,1411127,-,675
YDL131W,IV,227393,228715,+,1323
YDR458C,IV,1380055,1382046,-,1992
YDR081C,IV,607304,610081,-,2778
YDL071C,IV,330666,331040,-,375
YDR113C,IV,680496,681617,-,1122
YDR168W,IV,790328,791848,+,1521
YDR520C,IV,1481085,1483403,-,2319
YDR307W,IV,1075865,1077853,+,1989
YDR265W,IV,998864,999877,+,1014
YDL076C,IV,320668,321552,-,885
YDL006W,IV,439909,440754,+,846
YDL086W,IV,301413,302234,+,822
YDR238C,IV,937895,940816,-,2922
YDR077W,IV,600793,601809,+,1017
YDR381C-A,IV,1238312,1238850,-,539
YDL023C,IV,411761,412081,-,321
YDL083C,IV,306926,307789,-,864
YDR036C,IV,523211,524713,-,1503
YDR057W,IV,565927,567555,+,1629
YDR513W,IV,1471017,1471448,+,432
YDR487C,IV,1428354,1428980,-,627
YDR066C,IV,581908,582498,-,591
YDR352W,IV,1181801,1182754,+,954
YDR278C,IV,1017001,1017318,-,318
YDR079C-A,IV,603593,603811,-,219
YDR204W,IV,858137,859144,+,1008
YDL247W-A,IV,3762,3836,+,75
YDL024C,IV,408451,409857,-,1407
tA(AGC)D,IV,410379,410451,+,73
YDR109C,IV,673520,675667,-,2148
YDR466W,IV,1395121,1397817,+,2697
YDR427W,IV,1322205,1323386,+,1182
YDL044C,IV,373967,375289,-,1323
YDL079C,IV,312951,314748,-,1798
YDR193W,IV,844554,844952,+,399
YDR305C,IV,1072746,1073488,-,743
YDR377W,IV,1228611,1228916,+,306
YDR219C,IV,905455,906852,-,1398
YDR416W,IV,1298432,1301011,+,2580
YDR365C,IV,1204497,1206383,-,1887
YDL233W,IV,36797,38173,+,1377
YDR287W,IV,1035995,1036873,+,879
YDR448W,IV,1356065,1357369,+,1305
YDR180W,IV,821295,825776,+,4482
tF(GAA)D,IV,1095370,1095461,-,92
tT(AGU)D,IV,434264,434336,-,73
YDR294C,IV,1050459,1052228,-,1770
YDR198C,IV,852533,853972,-,1440
YDL163W,IV,166956,167258,+,303
YDL119C,IV,246689,247612,-,924
YDR501W,IV,1451353,1452918,+,1566
YDL214C,IV,74446,76545,-,2100
YDR264C,IV,996029,998323,-,2295
YDR343C,IV,1159608,1161320,-,1713
YDR373W,IV,1222759,1223331,+,573
YDR354W,IV,1184747,1185889,+,1143
YDR246W,IV,954288,954947,+,660
YDR428C,IV,1323454,1324239,-,786
YDR157W,IV,769931,770332,+,402
YDR316W,IV,1093763,1095178,+,1416
YDL142C,IV,201719,202570,-,852
YDR253C,IV,963990,964565,-,576
YDL112W,IV,258915,263225,+,4311
YDR545W,IV,1526321,1531711,+,5391
YDL187C,IV,125509,125838,-,330
YDL138W,IV,213351,215642,+,2292
YDR528W,IV,1494586,1495857,+,1272
YDR284C,IV,1030550,1031419,-,870
YDR050C,IV,555726,556472,-,747
YDL010W,IV,432330,433025,+,696
YDL065C,IV,336249,337277,-,1029
YDR349C,IV,1172386,1174176,-,1791
YDL098C,IV,284581,285165,-,585
YDL234C,IV,34237,36477,-,2241
YDR118W,IV,685882,687840,+,1959
YDR118W-A,IV,687768,687884,+,117
YDR159W,IV,771877,775782,+,3906
YDR111C,IV,678241,679764,-,1524
YDR128W,IV,709549,712995,+,3447
YDL034W,IV,391783,392127,+,345
YDR065W,IV,580687,581784,+,1098
YDL004W,IV,443029,443511,+,483
YDR024W,IV,491017,491502,+,486
YDL171C,IV,149203,155640,-,6438
YDR083W,IV,612073,613251,+,1179
YDR457W,IV,1369790,1379596,+,9807
YDR014W,IV,474046,475989,+,1944
YDR206W,IV,862054,864708,+,2655
YDR478W,IV,1414575,1415171,+,597
YDR169C,IV,792348,793889,-,1542
YDR115W,IV,682175,682492,+,318
YDL159W-A,IV,172182,172313,+,132
YDL232W,IV,38487,38597,+,111
YDL240C-A,IV,22471,22608,-,138
tE(CUC)D,IV,1017207,1017278,-,72
YDL152W,IV,182822,183187,+,366
YDR432W,IV,1328783,1330027,+,1245
YDL022C-A,IV,409808,410056,-,249
YDL114W-A,IV,254935,255048,+,114
YDR410C,IV,1292372,1293091,-,720
YDR464C-A,IV,1392492,1392680,-,189
YDL072C,IV,329836,330447,-,612
YDR053W,IV,560249,560644,+,396
YDL012C,IV,431108,431517,-,410
YDR482C,IV,1420431,1420838,-,408
YDL070W,IV,331024,332940,+,1917
YDR064W,IV,579458,580452,+,995
YDL135C,IV,218680,219288,-,609
YDL077C,IV,316971,320120,-,3150
YDR354C-A,IV,1185139,1185282,-,144
YDL033C,IV,392659,393912,-,1254
YDL031W,IV,394217,397204,+,2988
YDR398W,IV,1267471,1269402,+,1932
YDR326C,IV,1120609,1124925,-,4317
YDL052C,IV,362672,363583,-,912
YDR536W,IV,1508005,1509714,+,1710
YDR397C,IV,1266366,1266898,-,533
YDL116W,IV,251566,253746,+,2181
YDR028C,IV,497835,500879,-,3045
YDL007W,IV,438047,439360,+,1314
YDR236C,IV,935236,935892,-,657
YDR011W,IV,465919,470424,+,4506
YDR155C,IV,768512,769000,-,489
YDR414C,IV,1295598,1296686,-,1089
YDR026C,IV,492556,494268,-,1713
YDL073W,IV,326613,329567,+,2955
tY(GUA)D,IV,946312,946400,+,89
YDL115C,IV,253995,255126,-,1132
YDL145C,IV,194571,198176,-,3606
YDR203W,IV,857682,857999,+,318
YDL104C,IV,273653,274876,-,1224
YDL149W,IV,184925,187918,+,2994
YDR231C,IV,926293,926910,-,618
YDR045C,IV,547978,548310,-,333
YDL075W,IV,322226,322988,+,763
YDR415C,IV,1297037,1298161,-,1125
YDR339C,IV,1149951,1150520,-,570
YDL213C,IV,77289,77966,-,678
YDR096W,IV,637139,639823,+,2685
YDL019C,IV,417663,421514,-,3852
YDL022W,IV,411825,413000,+,1176
YDR413C,IV,1294836,1295411,-,576
YDR391C,IV,1257358,1258056,-,699
YDR091C,IV,626708,628534,-,1827
YDR240C,IV,943674,945152,-,1479
YDL244W,IV,16204,17226,+,1023
YDR179C,IV,818708,819196,-,489
YDL165W,IV,164290,164865,+,576
YDL140C,IV,205360,210561,-,5202
YDR120C,IV,691549,693261,-,1713
YDR003W,IV,454122,454754,+,633
YDR499W,IV,1447830,1450073,+,2244
YDR166C,IV,786306,789221,-,2916
YDL092W,IV,292781,293221,+,441
YDL041W,IV,378102,378455,+,354
YDL241W,IV,20635,21006,+,372
YDL082W,IV,308424,309388,+,965
YDR277C,IV,1014401,1015702,-,1302
YDR291W,IV,1039728,1042961,+,3234
YDR475C,IV,1407464,1410094,-,2631
YDR244W,IV,950563,952401,+,1839
YDR407C,IV,1284069,1287938,-,3870
YDR382W,IV,1239492,1239824,+,333
YDR102C,IV,657648,657980,-,333
YDL188C,IV,123865,124998,-,1134
YDR405W,IV,1277646,1278437,+,792
YDR443C,IV,1345676,1349938,-,4263
YDR059C,IV,569234,569770,-,537
YDR144C,IV,744311,746101,-,1791
YDL157C,IV,174232,174588,-,357
YDL058W,IV,345665,351037,+,5373
YDL096C,IV,286998,287324,-,327
YDL155W,IV,176773,178056,+,1284
YDR147W,IV,751631,753235,+,1605
YDL191W,IV,117664,118517,+,854
YDL128W,IV,232652,233887,+,1236
YDR310C,IV,1081128,1084316,-,3189
YDL160C-A,IV,169366,169608,-,243
YDR127W,IV,704484,709250,+,4767
YDR497C,IV,1443713,1445467,-,1755
YDL162C,IV,167359,167715,-,357
tS(AGA)D3,IV,1305630,1305712,+,83
YDR201W,IV,856317,856814,+,498
YDR163W,IV,781423,781950,+,528
YDL146W,IV,192750,194225,+,1476
YDR363W-A,IV,1202128,1202397,+,270
YDL221W,IV,62011,62562,+,552
YDL089W,IV,296820,298274,+,1455
YDR385W,IV,1243230,1245758,+,2529
YDR331W,IV,1129588,1130823,+,1236
YDR196C,IV,850274,850999,-,726
YDR116C,IV,682724,683581,-,858
YDR001C,IV,450220,452475,-,2256
YDL230W,IV,42700,43707,+,1008
YDR160W,IV,776163,778721,+,2559
YDR123C,IV,698554,699468,-,915
YDR322W,IV,1110589,1111692,+,1104
YDR040C,IV,535192,538467,-,3276
YDR025W,IV,491515,492324,+,810
YDR046C,IV,548762,550576,-,1815
YDL057W,IV,351434,352420,+,987
YDL248W,IV,1802,2953,+,1152
YDR008C,IV,462252,462602,-,351
YDR029W,IV,501100,501414,+,315
YDR485C,IV,1424820,1427207,-,2388
YDR408C,IV,1288215,1288859,-,645
YDR038C,IV,527422,530697,-,3276
YDL204W,IV,94605,95786,+,1182
YDR019C,IV,484163,485365,-,1203
YDR477W,IV,1412373,1414274,+,1902
YDR254W,IV,965113,966489,+,1377
YDR514C,IV,1471548,1472999,-,1452
YDR296W,IV,1055212,1055892,+,681
YDL216C,IV,68997,70319,-,1323
YDL100C,IV,282112,283176,-,1065
YDL068W,IV,333500,333829,+,330
YDL026W,IV,404749,405060,+,312
YDL124W,IV,240259,241197,+,939
YDL227C,IV,46271,48031,-,1761
YDL111C,IV,263313,264110,-,798
YDR324C,IV,1114433,1116763,-,2331
YDL170W,IV,156318,157904,+,1587
YDR317W,IV,1102184,1103428,+,1245
YDR436W,IV,1334821,1336953,+,2133
YDR208W,IV,868224,870563,+,2340
YDR386W,IV,1246084,1247982,+,1899
YDR504C,IV,1456311,1456694,-,384
YDL220C,IV,62244,65018,-,2775
YDR396W,IV,1266295,1266795,+,501
YDR258C,IV,971808,974243,-,2436
YDR176W,IV,814452,816560,+,2109
YDL099W,IV,283419,284444,+,1026
YDR380W,IV,1234218,1236125,+,1908
YDL110C,IV,264512,264964,-,453
YDR148C,IV,753675,755066,-,1392
YDL201W,IV,99561,100421,+,861
YDL107W,IV,268921,269976,+,1056
YDR515W,IV,1473429,1474772,+,1344
YDR133C,IV,720962,721297,-,336
YDR378C,IV,1229349,1229609,-,261
YDR473C,IV,1404445,1405854,-,1410
YDR403W,IV,1274602,1276212,+,1611
YDR268W,IV,1004004,1005143,+,1140
YDR409W,IV,1289406,1292120,+,2715
YDR173C,IV,810565,811632,-,1068
YDR187C,IV,836228,836746,-,519
YDR389W,IV,1252537,1254501,+,1965
YDR417C,IV,1301555,1301926,-,372
YDR165W,IV,784871,786205,+,1335
YDL113C,IV,256633,258555,-,1923
YDR426C,IV,1321629,1322006,-,378
YDR521W,IV,1483141,1483476,+,336
YDR086C,IV,616928,617170,-,243
YDL021W,IV,413953,414888,+,936
YDR023W,IV,489508,490896,+,1389
YDR394W,IV,1261681,1262967,+,1287
YDR320C-A,IV,1108280,1108498,-,219
YDR003W-A,IV,454782,454904,+,123
YDR183W,IV,829585,830277,+,693
YDR245W,IV,952800,953981,+,1182
YDR431W,IV,1328390,1328701,+,312
YDL154W,IV,178334,181039,+,2706
YDL184C,IV,130407,130484,-,78
YDR153C,IV,766736,767971,-,1236
YDR014W-A,IV,477797,478285,+,489
YDR434W,IV,1331237,1332841,+,1605
YDL002C,IV,446967,447578,-,612
YDR225W,IV,915530,915928,+,399
YDR418W,IV,1301616,1302113,+,498
YDR224C,IV,914317,914712,-,396
YDR502C,IV,1453310,1454464,-,1155
YDR447C,IV,1354829,1355553,-,725
YDL039C,IV,381985,384081,-,2097
YDL225W,IV,52445,54100,+,1656
YDR259C,IV,974631,975782,-,1152
YDR495C,IV,1438115,1441150,-,3036
YDL151C,IV,183318,183899,-,582
YDR357C,IV,1189199,1189567,-,369
YDR370C,IV,1217782,1219110,-,1329
YDR298C,IV,1058176,1058814,-,639
YDR276C,IV,1013476,1013643,-,168
YDL185C-A,IV,126608,126835,-,228
YDR545C-A,IV,1530863,1531342,-,480
tM(CAU)D,IV,1175829,1175901,+,73
YDL247W,IV,5985,7814,+,1830
YDR406W,IV,1279210,1283799,+,4590
YDR273W,IV,1010176,1011273,+,1098
YDR269C,IV,1005665,1005988,-,324
YDR453C,IV,1365072,1365662,-,591
YDR383C,IV,1239960,1240676,-,717
YDR375C,IV,1225166,1226536,-,1371
YDL161W,IV,167714,169078,+,1365
YDL051W,IV,363952,364779,+,828
YDR084C,IV,613405,614004,-,600
YDL056W,IV,352877,355378,+,2502
YDR344C,IV,1162006,1162449,-,444
YDR320C,IV,1106095,1108101,-,2007
YDR221W,IV,907330,909438,+,2109
tI(AAU)D,IV,668007,668080,-,74
YDL032W,IV,393690,394001,+,312
YDR456W,IV,1367485,1369386,+,1902
YDL036C,IV,387513,388901,-,1389
tL(CAA)D,IV,1461715,1461829,-,115
YDL217C,IV,67983,68606,-,624
snR63,IV,323217,323471,-,255
YDR334W,IV,1135932,1140476,+,4545
YDL049C,IV,365068,365874,-,807
YDL164C,IV,164987,167254,-,2268
YDR384C,IV,1241204,1242031,-,828
YDR149C,IV,755555,756262,-,708
YDR093W,IV,631282,636120,+,4839
YDR071C,IV,588827,589402,-,576
YDL143W,IV,199996,201582,+,1587
YDR032C,IV,504099,504695,-,597
tR(UCU)D,IV,568882,568953,+,72
YDR063W,IV,578663,579112,+,450
YDL166C,IV,163449,164042,-,594
YDR004W,IV,455201,456583,+,1383
YDR151C,IV,764178,765155,-,978
YDR037W,IV,525440,527215,+,1776
YDL175C,IV,144484,145518,-,1035
YDR286C,IV,1035231,1035575,-,345
YDR172W,IV,808324,810381,+,2058
YDL174C,IV,145826,147589,-,1764
YDR080W,IV,604008,606986,+,2979
YDR503C,IV,1455042,1455866,-,825
YDR069C,IV,584939,587719,-,2781
YDR047W,IV,551860,552948,+,1089
YDR215C,IV,894089,894502,-,414
YDR267C,IV,1002510,1003502,-,993
YDR142C,IV,740473,741600,-,1128
YDL212W,IV,78426,79058,+,633
YDR249C,IV,958681,959802,-,1122
YDL209C,IV,86207,87226,-,1020
YDR044W,IV,546642,547628,+,987
tK(UUU)D,IV,359577,359672,+,96
YDR311W,IV,1085065,1086993,+,1929
YDL159C-B,IV,173056,173232,-,177
YDR222W,IV,910054,911301,+,1248
YDR510C-A,IV,1469695,1469811,-,117
YDR401W,IV,1272223,1272786,+,564
YDR207C,IV,865012,867522,-,2511
YDL005C,IV,441014,442309,-,1296
YDR295C,IV,1052623,1054647,-,2025
YDR543C,IV,1524634,1524933,-,300
YDL208W,IV,87512,87982,+,471
YDR135C,IV,723004,727551,-,4548
YDL114W,IV,255604,256530,+,927
YDR247W,IV,956013,957398,+,1386
YDL197C,IV,104917,106494,-,1578
YDR229W,IV,924785,926146,+,1362
YDR095C,IV,636117,636527,-,411
YDR027C,IV,494649,497318,-,2670
YDL106C,IV,270222,271901,-,1680
YDR404C,IV,1276654,1277169,-,516
YDR256C,IV,968133,969680,-,1548
YDR518W,IV,1478608,1480161,+,1554
YDR055W,IV,563527,564861,+,1335
YDL087C,IV,300214,300999,-,786
YDR177W,IV,816878,817525,+,648
YDL014W,IV,427364,428347,+,984
YDR289C,IV,1038280,1039509,-,1230
YDL159W,IV,172481,174028,+,1548
YDR532C,IV,1499396,1500553,-,1158
YDR137W,IV,728259,730250,+,1992
YDL153C,IV,181186,183018,-,1833
YDR393W,IV,1259901,1261271,+,1371
YDR506C,IV,1459728,1461554,-,1827
YDL219W,IV,65242,65765,+,524
YDL090C,IV,295034,296329,-,1296
YDR033W,IV,508147,509109,+,963
YDR035W,IV,521816,522928,+,1113
YDR332W,IV,1131001,1133070,+,2070
YDR510W,IV,1469400,1469705,+,306
YDL055C,IV,355674,356759,-,1086
YDR480W,IV,1417399,1418370,+,972
YDL103C,IV,275148,276581,-,1434
YDL085C-A,IV,302464,302670,-,207
YDR350C,IV,1176120,1178174,-,2055
YDR342C,IV,1154216,1155928,-,1713
YDR087C,IV,617470,618306,-,837
YDL236W,IV,32296,33234,+,939
YDR012W,IV,471853,472941,+,1089
YDL121C,IV,245133,245582,-,450
YDR525W-A,IV,1490596,1490835,+,240
tG(GCC)D2,IV,992832,992902,+,71
YDL190C,IV,118707,121592,-,2886
YDL047W,IV,369771,370706,+,936
YDR099W,IV,653607,654428,+,822
YDR092W,IV,629876,630605,+,730
YDR164C,IV,782041,784215,-,2175
YDR058C,IV,567723,568703,-,981
YDL020C,IV,415113,416708,-,1596
YDL025C,IV,405344,407206,-,1863
YDR374C,IV,1223474,1224394,-,921
YDL207W,IV,88248,89864,+,1617
YDR270W,IV,1005675,1008689,+,3015
YDR152W,IV,765706,766503,+,798
YDL148C,IV,188154,190586,-,2433
tI(UAU)D,IV,884361,884493,+,133
YDR379C-A,IV,1233278,1233517,-,240
YDR218C,IV,903781,905052,-,1272
YDL018C,IV,422833,423510,-,678
YDR507C,IV,1462358,1465786,-,3429
YDL003W,IV,444683,446383,+,1701
YDR524C-B,IV,1489598,1489798,-,201
YDR371W,IV,1219413,1220948,+,1536
YDR359C,IV,1191936,1194884,-,2949
YDL180W,IV,135896,137539,+,1644
YDL133W,IV,222427,223740,+,1314
YDR335W,IV,1141168,1144842,+,3675
YDR351W,IV,1178666,1181260,+,2595
YDL150W,IV,183343,184611,+,1269
YDL177C,IV,141209,141721,-,513
YDR171W,IV,806621,807748,+,1128
YDR364C,IV,1202843,1204210,-,1368
YDR309C,IV,1079048,1080199,-,1152
YDL239C,IV,26403,28775,-,2373
YDL228C,IV,45277,45918,-,642
YDL156W,IV,174918,176486,+,1569
YDL016C,IV,425570,425872,-,303
tX(XXX)D,IV,1150842,1150941,-,100
YDR524W-C,IV,1489403,1489492,+,90
YDL085W,IV,303211,304848,+,1638
YDR300C,IV,1061505,1062791,-,1287
YDL168W,IV,159604,160764,+,1161
YDR360W,IV,1194598,1195032,+,435
YDR195W,IV,848599,850200,+,1602
YDR321W,IV,1108702,1109847,+,1146
YDR237W,IV,936615,937493,+,879
YDL127W,IV,234927,235853,+,927
YDR107C,IV,669016,671034,-,2019
YDR472W,IV,1403322,1404173,+,852
YDL030W,IV,397537,399129,+,1593
YDR468C,IV,1398026,1398700,-,675
YDL084W,IV,305237,306577,+,1341
YDL203C,IV,96082,97953,-,1872
YDL025W-A,IV,405410,405514,+,105
YDR285W,IV,1032436,1035063,+,2628
YDL229W,IV,44065,45906,+,1842
YDR329C,IV,1126270,1127595,-,1326
YDR034C,IV,509737,512109,-,2373
YDR009W,IV,463434,464996,+,1563
tS(AGA)D2,IV,980974,981055,-,82
YDR488C,IV,1429188,1430789,-,1602
YDR103W,IV,658350,661103,+,2754
YDR336W,IV,1145092,1146036,+,945
YDL101C,IV,280307,281848,-,1542
YDR162C,IV,780390,781100,-,711
YDR312W,IV,1087581,1088942,+,1362
YDL061C,IV,340628,340798,-,171
YDL040C,IV,378874,381438,-,2565
YDR145W,IV,746738,748357,+,1620
YDR124W,IV,700315,701289,+,975
YDL231C,IV,38867,42244,-,3378
YDR190C,IV,840604,841995,-,1392
YDL064W,IV,337487,338070,+,584
YDR463W,IV,1386816,1388375,+,1560
YDR491C,IV,1434500,1434991,-,492
YDR449C,IV,1357580,1358902,-,1323
YDL035C,IV,389172,392057,-,2886
YDR074W,IV,593893,596583,+,2691
YDR525W,IV,1489905,1490234,+,330
YDR257C,IV,969990,971474,-,1485
YDR402C,IV,1272234,1273703,-,1470
YDR450W,IV,1359923,1360798,+,876
YDR376W,IV,1226822,1228303,+,1482
YDR161W,IV,779043,780206,+,1164
YDR090C,IV,625066,625998,-,933
YDR189W,IV,838392,840392,+,2001
YDR524C,IV,1487542,1488990,-,1449
YDL237W,IV,30657,31829,+,1173
YDR188W,IV,836421,838061,+,1641
YDL133C-A,IV,221724,221801,-,78
YDR531W,IV,1498232,1499335,+,1104
tG(GCC)D1,IV,83548,83618,+,71
YDR226W,IV,916486,917154,+,669
YDL054C,IV,359825,361285,-,1461
YDL205C,IV,92762,93745,-,984
YDR537C,IV,1510856,1511461,-,606
YDR496C,IV,1441433,1443403,-,1971
YDR313C,IV,1089219,1090079,-,861
YDL108W,IV,267698,268699,+,1002
tV(CAC)D,IV,1075472,1075544,-,73
YDR340W,IV,1150881,1151183,+,303
YDL147W,IV,190924,192261,+,1338
YDL081C,IV,309802,310122,-,321
YDR283C,IV,1025070,1030049,-,4980
YDR261C,IV,977521,979209,-,1689
YDL211C,IV,79294,80412,-,1119
YDL074C,IV,324047,326149,-,2103
YDL091C,IV,293392,294759,-,1368
YDR346C,IV,1167214,1168659,-,1446
YDR072C,IV,589761,591344,-,1584
YDR242W,IV,946807,948456,+,1650
YDR323C,IV,1112480,1114027,-,1548
YDR486C,IV,1427431,1428120,-,690
YDR420W,IV,1306267,1311675,+,5409
YDL122W,IV,242552,244981,+,2430
YDR390C,IV,1254937,1256847,-,1911
YDR481C,IV,1418550,1420250,-,1701
YDR318W,IV,1103758,1104947,+,1190
YDL105W,IV,272389,273597,+,1209
YDL141W,IV,203039,205111,+,2073
YDR400W,IV,1271063,1272085,+,1023
YDR522C,IV,1483795,1485303,-,1509
YDL173W,IV,148191,149078,+,888
YDR279W,IV,1019368,1020420,+,1053
YDR281C,IV,1022007,1022321,-,315
YDR213W,IV,889751,892492,+,2742
YDR179W-A,IV,819433,820824,+,1392
YDR330W,IV,1127872,1129374,+,1503
YDR106W,IV,667004,667858,+,855
YDL178W,IV,139522,141114,+,1593
YDR484W,IV,1422763,1424688,+,1926
